4 17 11
17 5 10
11 10 1
10 11 17
2 12 13
12 1 10
13 10 5
10 13 12
5 20 13
20 6 14
13 14 2
14 13 20
3 15 16
15 2 14
16 14 6
14 16 15
7 24 19
24 8 18
19 18 4
18 19 24
5 17 21
17 4 18
21 18 8
18 21 17
8 25 21
25 9 22
21 22 5
22 21 25
6 20 23
20 5 22
23 22 9
22 23 20
